,Player,Stage,career_FG_%,career_FT_%,career_3PT_%,Minutes_per_game
1264,Matt Thomas,Playoffs,61.9,,41.67,8.42
1265,Maurice Evans,Playoffs,44.05,76.67,38.78,16.59
1266,Maurice Evans,Regular_Season,44.37,78.99,36.66,20.08
1267,Maurice Harkless,Playoffs,43.08,60.87,28.57,24.46
1268,Maurice Harkless,Regular_Season,48.23,61.65,33.37,23.8
1269,Maxi Kleber,Playoffs,33.33,75.0,19.23,33.9
1270,Maxi Kleber,Regular_Season,46.57,80.09,35.49,21.19
1271,Maybyner Nene,Playoffs,52.18,58.53,0.0,26.14
1272,Maybyner Nene,Regular_Season,56.81,66.58,18.18,27.66
1273,Mehmet Okur,Playoffs,41.86,70.83,35.81,23.86
1274,Mehmet Okur,Regular_Season,46.06,79.63,37.82,29.49
1275,Melvin Ely,Regular_Season,43.16,57.55,,20.87
1276,Metta World Peace,Playoffs,38.9,71.43,30.84,36.86
1277,Metta World Peace,Regular_Season,41.25,72.06,34.31,33.0
1278,Meyers Leonard,Playoffs,55.81,36.36,52.17,17.27
1279,Meyers Leonard,Regular_Season,44.84,85.71,38.27,15.55
1280,Michael Beasley,Playoffs,42.62,78.79,33.33,23.15
1281,Michael Beasley,Regular_Season,46.27,76.85,35.16,24.81
1282,Michael Carter-Williams,Playoffs,41.28,70.0,15.38,25.75
1283,Michael Carter-Williams,Regular_Season,40.09,69.91,25.21,33.56
1284,Michael Curry,Playoffs,47.17,75.0,36.36,20.5
1285,Michael Curry,Regular_Season,43.98,82.55,27.0,20.22
1286,Michael Dickerson,Regular_Season,42.75,79.97,39.35,37.64
1287,Michael Doleac,Playoffs,48.28,100.0,,8.05
1288,Michael Doleac,Regular_Season,43.54,80.55,14.29,15.53
1289,Michael Finley,Playoffs,41.78,86.64,38.83,30.29
1290,Michael Finley,Regular_Season,43.99,83.01,38.21,34.0
1291,Michael Jordan,Regular_Season,44.47,82.1,29.09,37.0
1292,Michael Kidd-Gilchrist,Playoffs,51.85,60.0,0.0,22.75
1293,Michael Kidd-Gilchrist,Regular_Season,47.86,74.67,28.36,24.93
1294,Michael Olowokandi,Playoffs,32.43,87.5,0.0,14.93
1295,Michael Olowokandi,Regular_Season,43.49,60.98,,29.71
1296,"Michael Porter, Jr.",Playoffs,47.56,74.29,38.2,23.74
1297,"Michael Porter, Jr.",Regular_Season,50.91,83.33,42.18,16.42
1298,Michael Redd,Playoffs,45.21,86.42,34.04,31.58
1299,Michael Redd,Regular_Season,44.96,84.77,38.28,36.16
1300,Michael Ruffin,Playoffs,66.67,50.0,,15.04
1301,Michael Ruffin,Regular_Season,42.36,47.6,0.0,14.37
1302,Michael Smith,Regular_Season,48.62,57.79,0.0,20.38
1303,Mickael Gelabale,Regular_Season,46.21,80.49,23.4,17.7
1304,Mickael Pietrus,Playoffs,42.55,68.71,35.29,21.77
1305,Mickael Pietrus,Regular_Season,43.88,65.87,36.8,24.17
1306,Mikal Bridges,Regular_Season,46.7,82.5,34.52,28.77
1307,Mike Batiste,Regular_Season,42.18,78.41,22.22,16.65
1308,Mike Bibby,Playoffs,40.81,81.52,37.08,33.18
1309,Mike Bibby,Regular_Season,43.72,80.23,38.38,34.91
1310,Mike Conley,Playoffs,41.9,79.73,34.51,37.0
1311,Mike Conley,Regular_Season,44.22,82.26,37.95,32.98
1312,Mike Dunleavy,Playoffs,48.17,82.61,45.37,27.5
1313,Mike Dunleavy,Regular_Season,44.15,79.94,37.82,28.55
1314,Mike James,Playoffs,43.48,80.0,26.09,12.59
1315,Mike James,Regular_Season,43.17,80.45,38.24,27.34
1316,Mike Miller,Playoffs,39.86,84.09,39.43,16.51
1317,Mike Miller,Regular_Season,47.13,76.25,41.82,28.58
1318,Mike Muscala,Playoffs,49.3,90.0,22.22,9.96
1319,Mike Muscala,Regular_Season,46.0,79.79,36.3,16.02
1320,Mike Scott,Playoffs,47.15,85.29,34.75,18.13
1321,Mike Scott,Regular_Season,46.2,75.6,36.97,17.4
1322,Mike Sweetney,Playoffs,41.18,78.95,,20.02
1323,Mike Sweetney,Regular_Season,49.1,70.39,0.0,19.1
1324,Mikki Moore,Playoffs,55.45,80.0,,21.14
1325,Mikki Moore,Regular_Season,55.81,73.12,11.11,20.73
1326,Miles Bridges,Regular_Season,43.99,78.85,32.8,25.46
1327,Miles Plumlee,Regular_Season,52.29,53.93,,20.64
1328,Milt Palacio,Regular_Season,42.94,70.92,16.92,21.13
1329,Mindaugas Kuzminskas,Regular_Season,42.82,80.88,32.14,14.95
1330,Mirza Teletovic,Playoffs,43.9,66.67,33.93,18.32
1331,Mirza Teletovic,Regular_Season,41.13,75.95,37.79,19.07
1332,Mitch Richmond,Regular_Season,42.61,87.65,38.59,32.39
1333,Mitchell Robinson,Regular_Season,71.99,58.3,,21.83
1334,Mo Taylor,Playoffs,47.37,76.47,,23.2
1335,Mo Taylor,Regular_Season,47.97,73.56,0.0,27.76
1336,Mo Williams,Playoffs,40.89,80.87,33.04,24.37
1337,Mo Williams,Regular_Season,44.16,88.87,40.62,30.21
1338,Mohamed Bamba,Regular_Season,47.07,62.39,32.77,15.09
1339,Monta Ellis,Playoffs,42.68,75.45,29.75,29.92
1340,Monta Ellis,Regular_Season,45.2,77.19,31.28,35.88
1341,Monte Morris,Playoffs,45.21,78.72,22.64,19.1
1342,Monte Morris,Regular_Season,47.79,82.35,39.85,23.27
1343,Montrezl Harrell,Playoffs,64.14,62.77,16.67,21.1
1344,Montrezl Harrell,Regular_Season,61.32,64.26,10.2,22.45
1345,Monty Williams,Playoffs,44.0,64.29,0.0,13.5
1346,Monty Williams,Regular_Season,49.29,68.36,13.64,17.76
1347,Moochie Norris,Regular_Season,41.41,74.63,26.87,21.46
1348,Mookie Blaylock,Regular_Season,39.07,70.53,33.55,33.55
1349,Morris Peterson,Playoffs,46.41,76.92,38.89,23.37
1350,Morris Peterson,Regular_Season,41.81,78.37,37.49,28.59
1351,Muggsy Bogues,Playoffs,28.57,33.33,33.33,29.0
1352,Muggsy Bogues,Regular_Season,43.85,90.8,33.33,21.64
1353,Myles Turner,Playoffs,50.0,63.08,30.61,30.68
1354,Myles Turner,Regular_Season,48.61,77.36,35.88,29.51
1355,Nando De Colo,Regular_Season,43.57,79.55,37.8,12.78
1356,Nassir Little,Regular_Season,43.05,63.64,23.73,11.93
1357,Nate Robinson,Playoffs,41.85,76.79,33.67,18.35
1358,Nate Robinson,Regular_Season,42.86,79.57,36.44,24.82
1359,Nazr Mohammed,Playoffs,51.72,62.75,100.0,15.4
1360,Nazr Mohammed,Regular_Season,48.66,64.03,0.0,17.56
1361,Nemanja Bjelica,Regular_Season,46.63,78.01,39.38,22.63
1362,Nenad Krstic,Playoffs,50.0,77.11,,30.92
1363,Nenad Krstic,Regular_Season,50.35,72.41,18.18,25.65
1364,Nerlens Noel,Playoffs,54.05,41.67,0.0,13.12
1365,Nerlens Noel,Regular_Season,54.09,66.02,33.33,21.1
1366,Nick Anderson,Playoffs,32.35,87.5,35.0,26.4
1367,Nick Anderson,Regular_Season,39.13,48.68,33.25,29.08
1368,Nick Calathes,Playoffs,33.33,37.5,46.15,14.02
1369,Nick Calathes,Regular_Season,45.66,61.11,31.15,16.52
1370,Nick Collison,Playoffs,55.78,68.18,42.86,16.83
1371,Nick Collison,Regular_Season,54.42,73.28,14.29,22.15
1372,Nick Van Exel,Playoffs,42.27,72.94,34.62,26.74
1373,Nick Van Exel,Regular_Season,40.47,79.89,35.56,30.96
1374,Nick Young,Playoffs,37.5,84.62,38.75,13.08
1375,Nick Young,Regular_Season,42.41,83.79,38.35,21.0
1376,Nicolas Batum,Playoffs,42.69,80.0,33.72,29.85
1377,Nicolas Batum,Regular_Season,43.23,84.06,35.57,31.93
1378,Nicolo Melli,Regular_Season,42.11,73.97,33.5,17.37
1379,Nik Stauskas,Regular_Season,38.89,82.07,34.87,20.88
1380,Nikola Jokic,Playoffs,51.32,84.08,41.56,37.91
1381,Nikola Jokic,Regular_Season,52.44,82.59,33.75,29.0
1382,Nikola Mirotic,Playoffs,38.81,80.52,31.77,23.58
1383,Nikola Mirotic,Regular_Season,42.27,79.96,34.64,23.32
1384,Nikola Pekovic,Regular_Season,56.39,74.33,,26.89
1385,Nikola Vucevic,Playoffs,45.56,84.0,36.84,33.21
1386,Nikola Vucevic,Regular_Season,49.97,73.5,34.31,30.0
1387,Nikoloz Tskitishvili,Regular_Season,29.26,73.85,24.34,16.37
1388,Noah Vonleh,Playoffs,44.44,40.0,,25.05
1389,Noah Vonleh,Regular_Season,45.95,69.44,31.53,18.91
1390,Norman Powell,Playoffs,44.24,80.0,39.08,17.59
1391,Norman Powell,Regular_Season,46.11,81.92,35.66,19.51
1392,Norris Cole,Playoffs,42.69,78.26,38.78,17.15
1393,Norris Cole,Regular_Season,41.02,72.93,32.63,22.17
1394,O.J. Mayo,Playoffs,34.8,82.35,35.87,26.2
1395,O.J. Mayo,Regular_Season,43.43,81.86,37.83,31.9
1396,Ogugua Anunoby,Playoffs,49.29,66.67,42.86,30.05
1397,Ogugua Anunoby,Regular_Season,48.02,65.04,36.52,23.33
1398,Olden Polynice,Playoffs,53.66,62.5,0.0,24.0
1399,Olden Polynice,Regular_Season,50.31,29.03,33.33,21.09
1400,Omari Spellman,Regular_Season,43.05,79.35,39.09,18.08
1401,Omer Asik,Playoffs,48.62,54.76,,19.61
1402,Omer Asik,Regular_Season,53.06,54.27,0.0,20.94
1403,Omri Casspi,Regular_Season,42.35,67.72,35.39,22.03
1404,Orien Greene,Regular_Season,39.53,66.18,22.5,15.44
1405,Othella Harrington,Playoffs,50.0,62.5,,16.36
1406,Othella Harrington,Regular_Season,50.6,74.83,0.0,22.28
1407,Otis Thorpe,Playoffs,48.15,50.0,0.0,13.6
1408,Otto Porter,Playoffs,49.16,71.88,33.73,32.74
1409,Otto Porter,Regular_Season,48.65,79.56,40.83,28.81
1410,P.J. Brown,Playoffs,43.51,79.49,0.0,26.51
1411,P.J. Brown,Regular_Season,46.7,83.43,0.0,31.41
1412,P.J. Dozier,Playoffs,42.42,57.14,25.0,10.39
1413,P.J. Tucker,Playoffs,43.54,73.47,41.85,33.21
1414,P.J. Tucker,Regular_Season,42.1,75.12,36.05,30.0
1415,P.J. Washington,Regular_Season,45.5,64.71,37.39,30.33
1416,Pablo Prigioni,Playoffs,36.0,62.5,35.21,18.7
1417,Pablo Prigioni,Regular_Season,42.63,86.36,36.67,16.96
1418,Pascal Siakam,Playoffs,45.71,73.2,26.09,33.07
1419,Pascal Siakam,Regular_Season,49.94,76.73,33.61,28.68
1420,Pat Connaughton,Playoffs,46.43,60.0,35.38,19.8
1421,Pat Connaughton,Regular_Season,44.67,78.23,33.85,19.01
1422,Pat Garrity,Playoffs,37.86,84.62,38.18,28.47
1423,Pat Garrity,Regular_Season,41.74,81.45,40.52,23.08
1424,Patrick Beverley,Playoffs,40.92,79.59,36.59,28.96
1425,Patrick Beverley,Regular_Season,42.3,73.65,39.23,28.38
1426,Patrick Ewing,Playoffs,40.51,67.92,0.0,29.33
1427,Patrick Ewing,Regular_Season,44.89,70.97,0.0,29.38
1428,Patrick McCaw,Playoffs,43.75,84.62,34.78,12.05
1429,Patrick McCaw,Regular_Season,42.13,77.46,29.56,15.89
1430,Patrick Patterson,Playoffs,42.91,85.19,33.33,26.17
1431,Patrick Patterson,Regular_Season,43.96,75.83,36.99,21.42
1432,Patty Mills,Playoffs,42.65,79.73,37.72,20.05
1433,Patty Mills,Regular_Season,43.26,86.08,39.39,22.13
1434,Pau Gasol,Playoffs,50.75,74.08,29.73,35.46
1435,Pau Gasol,Regular_Season,50.91,75.59,37.92,34.13
1436,Paul George,Playoffs,41.88,81.94,35.57,38.71
1437,Paul George,Regular_Season,43.3,84.92,38.4,35.02
1438,Paul Millsap,Playoffs,45.71,72.89,28.84,28.64
1439,Paul Millsap,Regular_Season,49.15,73.84,34.31,29.04
1440,Paul Pierce,Playoffs,42.45,83.24,35.62,37.43
1441,Paul Pierce,Regular_Season,44.79,80.93,36.86,35.5
1442,Paul Zipser,Playoffs,45.45,100.0,37.5,22.67
1443,Peja Drobnjak,Regular_Season,42.27,79.57,35.26,22.34
1444,Peja Stojakovic,Playoffs,41.86,90.0,38.31,33.49
1445,Peja Stojakovic,Regular_Season,46.22,89.73,40.98,35.54
1446,Penny Hardaway,Playoffs,42.09,73.47,32.76,42.0
1447,Penny Hardaway,Regular_Season,41.49,80.78,32.72,29.22
1448,Pero Antic,Playoffs,25.0,75.76,24.56,16.74
1449,Pero Antic,Regular_Season,36.49,71.54,30.06,16.46
1450,Perry Jones,Regular_Season,45.86,66.67,36.07,12.33
1451,Phil Pressey,Regular_Season,30.83,64.44,26.42,15.09
1452,Popeye Jones,Regular_Season,43.7,81.54,36.36,24.29
1453,Primoz Brezec,Regular_Season,51.45,73.87,0.0,29.43
1454,Quentin Richardson,Playoffs,40.61,67.44,39.67,28.56
1455,Quentin Richardson,Regular_Season,41.43,72.38,36.91,26.89
1456,Quincy Acy,Regular_Season,35.62,81.67,34.93,19.42
1457,Quincy Douby,Regular_Season,39.4,92.31,34.43,11.84
1458,Quincy Lewis,Playoffs,37.04,80.0,33.33,13.25
1459,Quincy Lewis,Regular_Season,37.25,73.08,36.51,12.11
1460,Quincy Pondexter,Playoffs,48.57,68.18,43.28,22.88
1461,Quincy Pondexter,Regular_Season,43.05,72.77,36.89,20.4
1462,Quinn Cook,Playoffs,42.34,85.71,27.69,10.82
1463,Quinn Cook,Regular_Season,46.47,76.92,40.5,14.31
1464,Quinton Ross,Playoffs,53.42,87.5,,24.49
1465,Quinton Ross,Regular_Season,42.94,71.99,28.57,21.13
1466,R.J. Barrett,Regular_Season,40.17,61.42,31.98,30.44
1467,Raef LaFrentz,Playoffs,44.57,75.0,29.73,26.31
1468,Raef LaFrentz,Regular_Season,46.85,70.94,37.47,28.17
1469,Rafer Alston,Playoffs,36.79,78.16,31.25,31.27
1470,Rafer Alston,Regular_Season,38.94,74.18,35.74,33.7
1471,Raja Bell,Playoffs,49.36,74.29,47.09,27.0
1472,Raja Bell,Regular_Season,43.12,78.72,40.99,27.23
1473,Rajon Rondo,Playoffs,44.38,64.89,32.94,36.2
1474,Rajon Rondo,Regular_Season,46.26,60.24,31.68,30.72
1475,Ramon Sessions,Playoffs,37.5,72.22,28.0,27.16
1476,Ramon Sessions,Regular_Season,43.89,79.27,31.26,24.27
1477,Randy Foye,Playoffs,37.39,88.24,37.93,17.8
1478,Randy Foye,Regular_Season,40.19,85.0,36.75,25.64
1479,Randy Livingston,Playoffs,29.55,100.0,33.33,11.92
1480,Randy Livingston,Regular_Season,41.55,83.87,34.55,13.68
1481,Rashad McCants,Regular_Season,45.23,74.33,39.51,21.97
1482,Rashad Vaughn,Regular_Season,30.45,80.0,29.25,14.3
1483,Rashard Lewis,Playoffs,43.7,82.02,35.94,33.93
1484,Rashard Lewis,Regular_Season,45.54,80.45,39.08,33.41
1485,Rasheed Wallace,Playoffs,43.28,73.28,35.12,32.48
1486,Rasheed Wallace,Regular_Season,45.43,74.09,33.86,33.47
1487,Rasho Nesterovic,Playoffs,47.16,50.0,50.0,18.0
1488,Rasho Nesterovic,Regular_Season,50.12,58.69,7.69,22.87
1489,Rasual Butler,Playoffs,40.54,85.71,42.62,14.63
1490,Rasual Butler,Regular_Season,40.57,75.41,36.27,25.44
1491,Raul Lopez,Regular_Season,43.13,86.32,29.41,19.72
1492,Raulzinho Neto,Playoffs,41.67,100.0,38.46,7.79
1493,Raulzinho Neto,Regular_Season,43.91,77.78,39.2,16.05
1494,Ray Allen,Playoffs,44.09,88.97,40.0,35.39
1495,Ray Allen,Regular_Season,45.63,89.93,40.47,35.59
1496,Raymond Felton,Playoffs,43.01,70.51,34.04,28.55
1497,Raymond Felton,Regular_Season,41.35,79.31,33.02,30.98
1498,Reggie Bullock,Regular_Season,44.91,83.58,40.5,28.88
1499,Reggie Evans,Playoffs,46.3,54.55,0.0,20.8
1500,Reggie Evans,Regular_Season,45.94,52.57,12.5,19.94
1501,Reggie Jackson,Playoffs,45.98,89.29,37.72,26.47
1502,Reggie Jackson,Regular_Season,43.4,86.02,33.76,26.42
1503,Reggie Miller,Playoffs,43.76,92.86,36.68,35.27
1504,Reggie Miller,Regular_Season,44.33,91.56,37.95,33.99
1505,Reggie Williams,Regular_Season,46.85,74.63,42.32,20.33
1506,Richard Hamilton,Playoffs,43.9,85.99,33.97,38.76
1507,Richard Hamilton,Regular_Season,45.58,84.84,34.75,33.17
1508,Richard Jefferson,Playoffs,47.43,73.66,31.72,29.06
1509,Richard Jefferson,Regular_Season,46.7,76.66,38.02,29.74
1510,Richaun Holmes,Regular_Season,60.82,73.14,,16.91
1511,Rick Brunson,Regular_Season,37.56,77.03,36.92,24.31
1512,Rick Fox,Playoffs,45.91,78.3,36.54,22.82
1513,Rick Fox,Regular_Season,42.62,79.1,35.81,25.57
1514,Ricky Davis,Playoffs,42.11,73.81,36.84,33.0
1515,Ricky Davis,Regular_Season,44.9,78.33,36.63,34.54
1516,Ricky Rubio,Playoffs,38.62,81.4,26.92,31.66
1517,Ricky Rubio,Regular_Season,40.02,85.35,33.2,30.7
1518,Rik Smits,Playoffs,49.76,87.5,0.0,20.95
1519,Rik Smits,Regular_Season,48.43,73.93,0.0,23.44
1520,Robert Covington,Playoffs,41.57,78.26,42.24,29.99
1521,Robert Covington,Regular_Season,40.98,81.62,35.64,30.88
1522,Robert Horry,Playoffs,40.2,73.04,33.42,24.46
1523,Robert Horry,Regular_Season,39.83,73.04,34.64,21.14
1524,Robert Pack,Regular_Season,42.49,76.64,38.71,17.03
1525,Robert Traylor,Playoffs,40.48,50.0,0.0,11.14
1526,Robert Traylor,Regular_Season,47.15,57.08,16.67,15.25
1527,Robert Williams,Playoffs,74.19,33.33,0.0,11.48
1528,Robin Lopez,Playoffs,55.26,80.33,,26.78
1529,Robin Lopez,Regular_Season,52.66,75.62,29.87,24.16
1530,Rod Strickland,Playoffs,52.38,100.0,,12.17
1531,Rod Strickland,Regular_Season,44.26,76.62,30.77,30.18
1532,Rodions Kurucs,Playoffs,40.0,77.78,25.0,17.1
1533,Rodions Kurucs,Regular_Season,44.99,78.26,31.52,20.53
1534,Rodney Buford,Playoffs,33.33,100.0,50.0,4.8
1535,Rodney Carney,Playoffs,38.71,50.0,50.0,14.02
1536,Rodney Carney,Regular_Season,40.31,67.9,31.67,14.84
1537,Rodney Hood,Playoffs,41.56,75.68,28.0,20.68
1538,Rodney Hood,Regular_Season,42.73,84.82,37.32,28.39
1539,Rodney McGruder,Regular_Season,40.65,64.97,32.96,21.93
1540,Rodney Rogers,Playoffs,38.16,76.81,31.48,21.97
1541,Rodney Rogers,Regular_Season,44.66,72.87,36.39,23.97
1542,Rodney Stuckey,Playoffs,38.18,83.95,28.0,22.61
1543,Rodney Stuckey,Regular_Season,42.5,82.55,30.27,28.61
1544,Rodney White,Regular_Season,42.95,76.86,29.41,17.7
1545,Roger Mason,Playoffs,35.16,72.73,27.91,17.55
1546,Roger Mason,Regular_Season,42.29,87.59,39.34,22.38
1547,Roko Ukic,Regular_Season,37.96,73.33,17.74,12.35
1548,Ron Harper,Playoffs,43.09,70.21,23.08,27.96
1549,Ron Harper,Regular_Season,39.92,68.03,31.13,25.52
1550,Ron Mercer,Playoffs,40.0,83.33,,22.91
1551,Ron Mercer,Regular_Season,40.87,80.25,18.75,23.06
1552,Rondae Hollis-Jefferson,Playoffs,48.48,80.0,100.0,15.62
1553,Rondae Hollis-Jefferson,Regular_Season,44.76,73.97,20.73,22.79
1554,Ronnie Brewer,Playoffs,46.48,70.49,26.67,21.19
1555,Ronnie Brewer,Regular_Season,50.13,69.48,25.11,26.67
1556,Ronnie Price,Playoffs,30.91,66.67,23.81,7.16
1557,Ronnie Price,Regular_Season,41.7,69.07,31.88,11.52
1558,Ronny Turiaf,Playoffs,48.48,52.63,,10.92
1559,Ronny Turiaf,Regular_Season,50.53,69.03,0.0,16.81
1560,Roy Hibbert,Playoffs,48.59,76.53,50.0,31.63
1561,Roy Hibbert,Regular_Season,46.27,75.28,25.0,25.58
1562,Royal Ivey,Regular_Season,39.29,74.09,33.77,14.96
1563,Royce O'Neale,Playoffs,46.62,62.07,38.36,28.04
1564,Royce O'Neale,Regular_Season,44.46,78.03,37.55,21.94
1565,Ruben Patterson,Playoffs,47.31,75.0,0.0,20.27
1566,Ruben Patterson,Regular_Season,51.91,64.18,18.09,25.59
1567,Rudy Fernandez,Playoffs,38.75,79.17,42.31,20.12
1568,Rudy Fernandez,Regular_Season,39.92,85.12,36.23,24.45
1569,Rudy Gay,Playoffs,40.96,78.79,28.57,32.48
1570,Rudy Gay,Regular_Season,45.45,79.6,34.28,32.7
1571,Rudy Gobert,Playoffs,64.03,57.23,,32.86
1572,Rudy Gobert,Regular_Season,65.42,64.42,0.0,31.6
1573,Russell Westbrook,Playoffs,41.12,82.83,29.92,37.65
1574,Russell Westbrook,Regular_Season,43.73,79.91,30.46,34.6
1575,Ryan Anderson,Playoffs,36.25,91.67,32.45,20.32
1576,Ryan Anderson,Regular_Season,42.82,84.36,38.97,26.15
1577,Ryan Arcidiacono,Regular_Season,43.42,82.86,38.03,20.8
1578,Ryan Bowen,Playoffs,32.0,66.67,,17.86
1579,Ryan Bowen,Regular_Season,46.41,73.45,22.22,16.23
1580,Ryan Gomes,Regular_Season,44.42,80.8,35.7,29.89
1581,Ryan Hollins,Playoffs,47.5,52.63,,9.76
1582,Ryan Hollins,Regular_Season,57.1,65.4,0.0,16.08
1583,Salah Mejri,Playoffs,70.0,41.67,,19.0
1584,Salah Mejri,Regular_Season,64.23,58.27,16.67,12.19
1585,Sam Cassell,Playoffs,41.95,84.95,36.36,28.75
1586,Sam Cassell,Regular_Season,46.57,86.66,35.05,33.8
1587,Sam Dekker,Regular_Season,48.11,60.48,28.34,15.34
1588,Sam Mitchell,Playoffs,50.0,100.0,40.0,17.0
1589,Sam Mitchell,Regular_Season,43.05,81.12,28.71,13.22
1590,Sam Perkins,Playoffs,32.38,90.48,34.85,18.13
1591,Sam Perkins,Regular_Season,41.72,82.47,40.83,20.0
1592,Sam Young,Playoffs,43.33,65.22,22.73,13.79
1593,Sam Young,Regular_Season,45.22,74.25,27.85,16.78
1594,Samaki Walker,Playoffs,43.88,67.57,100.0,12.49
1595,Samaki Walker,Regular_Season,46.82,65.83,25.0,18.07
1596,Samuel Dalembert,Playoffs,50.7,66.04,,27.24
1597,Samuel Dalembert,Regular_Season,52.23,71.11,0.0,26.03
1598,Sarunas Jasikevicius,Playoffs,36.84,50.0,22.22,11.03
1599,Sarunas Jasikevicius,Regular_Season,39.63,90.98,36.44,20.77
1600,Sasha Pavlovic,Playoffs,39.15,53.33,34.67,20.98
1601,Sasha Pavlovic,Regular_Season,41.17,68.12,35.03,15.66
1602,Sasha Vujacic,Playoffs,35.97,87.93,38.75,14.92
1603,Sasha Vujacic,Regular_Season,40.14,87.38,37.82,14.79
1604,Scot Pollard,Playoffs,49.6,62.0,,12.49
1605,Scot Pollard,Regular_Season,51.25,71.98,0.0,20.92
1606,Scott Burrell,Regular_Season,39.38,78.0,35.34,18.05
1607,Scott Padgett,Playoffs,37.5,100.0,41.67,15.57
1608,Scott Padgett,Regular_Season,43.39,74.3,38.71,15.95
1609,Scott Williams,Playoffs,49.47,63.89,,19.79
1610,Scott Williams,Regular_Season,46.71,77.59,14.29,17.89
1611,Scottie Pippen,Playoffs,42.42,75.28,30.84,34.81
1612,Scottie Pippen,Regular_Season,45.12,71.75,32.7,33.51
1613,Sean Elliott,Playoffs,37.36,84.21,37.14,22.38
1614,Sean Kilpatrick,Regular_Season,41.5,84.3,34.09,25.05
1615,Sean Marks,Playoffs,46.15,80.0,0.0,16.08
1616,Sean Rooks,Regular_Season,42.67,75.52,33.33,17.48
1617,Sean Williams,Regular_Season,53.77,60.9,,17.51
1618,Sebastian Telfair,Regular_Season,38.6,81.31,32.21,21.44
1619,Semaj Christon,Regular_Season,34.53,54.84,19.05,15.2
1620,Semi Ojeleye,Playoffs,27.87,88.89,24.44,11.74
1621,Semi Ojeleye,Regular_Season,37.76,72.6,34.92,15.22
1622,Serge Ibaka,Playoffs,50.19,78.82,39.0,28.33
1623,Serge Ibaka,Regular_Season,51.8,75.16,35.77,28.22
1624,Sergio Rodriguez,Regular_Season,38.45,73.24,34.43,15.32
1625,Seth Curry,Playoffs,45.19,87.5,42.47,22.67
1626,Seth Curry,Regular_Season,47.88,83.94,44.18,24.06
1627,Shabazz Muhammad,Regular_Season,47.3,76.85,31.31,19.98
1628,Shabazz Napier,Regular_Season,41.64,83.16,34.5,22.15
1629,Shai Gilgeous-Alexander,Playoffs,44.67,90.7,43.4,34.73
1630,Shai Gilgeous-Alexander,Regular_Season,47.31,80.43,35.38,30.28
1631,Shake Milton,Playoffs,47.73,85.71,40.0,31.48
1632,Shammond Williams,Playoffs,49.06,72.73,47.37,19.89
1633,Shammond Williams,Regular_Season,39.38,76.47,35.63,24.12
1634,Shandon Anderson,Playoffs,26.92,70.0,27.27,12.15
1635,Shandon Anderson,Regular_Season,44.59,74.82,30.85,24.41
1636,Shane Battier,Playoffs,39.79,77.78,35.64,27.06
1637,Shane Battier,Regular_Season,44.01,74.47,38.62,30.59
1638,Shane Larkin,Playoffs,45.71,100.0,30.77,14.0
1639,Shane Larkin,Regular_Season,42.76,79.28,33.87,21.1
1640,Shannon Brown,Playoffs,42.23,72.73,34.15,14.18
1641,Shannon Brown,Regular_Season,42.39,84.42,34.63,20.93
1642,Shaquille Harrison,Regular_Season,43.19,66.67,26.97,19.59
1643,Shaquille O'Neal,Playoffs,55.94,49.87,,37.53
1644,Shaquille O'Neal,Regular_Season,58.4,52.81,0.0,35.75
1645,Shareef Abdur-Rahim,Playoffs,53.49,60.0,0.0,21.52
1646,Shareef Abdur-Rahim,Regular_Season,47.51,81.76,27.32,34.39
1647,Shaun Livingston,Playoffs,50.69,81.92,28.57,19.44
1648,Shaun Livingston,Regular_Season,49.27,79.47,17.78,19.34
1649,Shawn Bradley,Playoffs,46.53,76.0,0.0,18.59
1650,Shawn Bradley,Regular_Season,49.26,77.39,16.67,20.56
1651,Shawn Kemp,Playoffs,38.1,83.33,,10.29
1652,Shawn Kemp,Regular_Season,41.99,77.31,18.18,22.69
1653,Shawn Marion,Playoffs,45.77,81.37,31.84,37.01
1654,Shawn Marion,Regular_Season,48.39,81.67,33.75,35.7
1655,Shawne Williams,Playoffs,41.67,75.0,42.86,25.28
1656,Shelden Williams,Regular_Season,46.29,75.0,50.0,20.07
1657,Shelvin Mack,Playoffs,37.78,75.76,36.51,14.29
1658,Shelvin Mack,Regular_Season,42.11,73.15,33.33,19.14
1659,Sindarius Thornwell,Regular_Season,41.49,68.85,34.21,10.72
1660,Skal Labissiere,Regular_Season,47.27,79.47,32.81,19.43
1661,Slava Medvedenko,Playoffs,47.06,77.78,,10.33
1662,Slava Medvedenko,Regular_Season,45.48,73.03,0.0,15.62
1663,Smush Parker,Playoffs,33.33,100.0,15.38,36.91
1664,Smush Parker,Regular_Season,44.12,67.04,36.57,31.89
1665,Solomon Hill,Playoffs,41.07,92.31,48.57,19.51
1666,Solomon Hill,Regular_Season,39.14,80.53,34.67,26.44
1667,Solomon Jones,Playoffs,50.0,100.0,,8.58
1668,Solomon Jones,Regular_Season,60.36,71.62,50.0,10.72
1669,Speedy Claxton,Playoffs,43.81,75.0,,13.58
1670,Speedy Claxton,Regular_Season,40.82,78.95,21.88,25.7
1671,Spencer Dinwiddie,Playoffs,43.55,71.43,37.5,26.3
1672,Spencer Dinwiddie,Regular_Season,41.75,79.58,32.67,27.85
1673,Spencer Hawes,Playoffs,43.97,70.0,33.33,23.87
