,Player,Season,Stage,Points_type,Points_per_game
8842,Chauncey Billups,2002,Playoffs,3 Point,5.57
8843,Manu Ginobili,2002,Playoffs,3 Point,3.5
8844,Malik Rose,2002,Playoffs,3 Point,0.0
8845,Tracy McGrady,2002,Playoffs,3 Point,6.86
8846,Kerry Kittles,2002,Playoffs,3 Point,3.9
8847,David Robinson,2002,Playoffs,3 Point,0.0
8848,Antoine Walker,2002,Playoffs,3 Point,4.8
8849,Bobby Jackson,2002,Playoffs,3 Point,3.75
8850,Bruce Bowen,2002,Playoffs,3 Point,4.38
8851,Chris Webber,2002,Playoffs,3 Point,0.0
8852,Derrick Coleman,2002,Playoffs,3 Point,1.0
8853,Kevin Garnett,2002,Playoffs,3 Point,1.5
8854,Raef LaFrentz,2002,Playoffs,3 Point,1.2
8855,Tony Delk,2002,Playoffs,3 Point,6.6
8856,Cliff Robinson,2002,Playoffs,3 Point,3.88
8857,Lucious Harris,2002,Playoffs,3 Point,1.65
8858,Derek Fisher,2002,Playoffs,3 Point,7.25
8859,Mike Bibby,2002,Playoffs,3 Point,2.75
8860,Ben Wallace,2002,Playoffs,3 Point,0.0
8861,Tayshaun Prince,2002,Playoffs,3 Point,2.8
8862,Troy Hudson,2002,Playoffs,3 Point,8.5
8863,Eric Snow,2002,Playoffs,3 Point,0.25
8864,Jermaine O'Neal,2002,Playoffs,3 Point,0.0
8865,Vlade Divac,2002,Playoffs,3 Point,0.0
8866,Jim Jackson,2002,Playoffs,3 Point,3.25
8867,Rodney Rogers,2002,Playoffs,3 Point,2.55
8868,Bonzi Wells,2002,Playoffs,3 Point,3.86
8869,Stephon Marbury,2002,Playoffs,3 Point,2.5
8870,Kenny Thomas,2002,Playoffs,3 Point,0.0
8871,Speedy Claxton,2002,Playoffs,3 Point,0.0
8872,Keith Van Horn,2002,Playoffs,3 Point,3.5
8873,Aaron Williams,2002,Playoffs,3 Point,0.0
8874,Rasheed Wallace,2002,Playoffs,3 Point,6.0
8875,Jason Collins,2002,Playoffs,3 Point,0.0
8876,Corliss Williamson,2002,Playoffs,3 Point,0.0
8877,Eduardo Najera,2002,Playoffs,3 Point,0.0
8878,Metta World Peace,2002,Playoffs,3 Point,6.0
8879,Shawn Marion,2002,Playoffs,3 Point,4.5
8880,Gary Payton,2002,Playoffs,3 Point,0.5
8881,Doug Christie,2002,Playoffs,3 Point,1.5
8882,Damon Stoudamire,2002,Playoffs,3 Point,6.43
8883,Tim Thomas,2002,Playoffs,3 Point,6.0
8884,Chucky Atkins,2002,Playoffs,3 Point,3.18
8885,Sam Cassell,2002,Playoffs,3 Point,5.5
8886,Baron Davis,2002,Playoffs,3 Point,7.2
8887,Walter McCarty,2002,Playoffs,3 Point,6.3
8888,Jamal Mashburn,2002,Playoffs,3 Point,4.5
8889,Drew Gooden,2002,Playoffs,3 Point,0.0
8890,Karl Malone,2002,Playoffs,3 Point,0.0
8891,Zach Randolph,2002,Playoffs,3 Point,0.0
8892,Raja Bell,2002,Playoffs,3 Point,1.06
8893,Eric Williams,2002,Playoffs,3 Point,0.9
8894,Mehmet Okur,2002,Playoffs,3 Point,1.24
8895,Aaron McKie,2002,Playoffs,3 Point,1.25
8896,Toni Kukoc,2002,Playoffs,3 Point,5.5
8897,Devean George,2002,Playoffs,3 Point,2.73
8898,Wally Szczerbiak,2002,Playoffs,3 Point,1.5
8899,Amar'e Stoudemire,2002,Playoffs,3 Point,0.5
8900,Walt Williams,2002,Playoffs,3 Point,2.8
8901,David Wesley,2002,Playoffs,3 Point,7.0
8902,Desmond Mason,2002,Playoffs,3 Point,0.0
8903,Penny Hardaway,2002,Playoffs,3 Point,4.5
8904,Matt Harpring,2002,Playoffs,3 Point,0.6
8905,Jon Barry,2002,Playoffs,3 Point,3.21
8906,Ruben Patterson,2002,Playoffs,3 Point,0.0
8907,Jamaal Magloire,2002,Playoffs,3 Point,0.0
8908,Robert Horry,2002,Playoffs,3 Point,0.5
8909,Tony Battie,2002,Playoffs,3 Point,0.0
8910,Darrell Armstrong,2002,Playoffs,3 Point,2.57
8911,Gordan Giricek,2002,Playoffs,3 Point,2.14
8912,P.J. Brown,2002,Playoffs,3 Point,0.0
8913,Arvydas Sabonis,2002,Playoffs,3 Point,0.0
8914,Andrei Kirilenko,2002,Playoffs,3 Point,0.6
8915,Michael Redd,2002,Playoffs,3 Point,1.5
8916,John Stockton,2002,Playoffs,3 Point,0.0
8917,Keon Clark,2002,Playoffs,3 Point,0.0
8918,Reggie Miller,2002,Playoffs,3 Point,2.0
8919,Hedo Turkoglu,2002,Playoffs,3 Point,1.2
8920,Brad Miller,2002,Playoffs,3 Point,0.0
8921,Jamaal Tinsley,2002,Playoffs,3 Point,4.0
8922,Marc Jackson,2002,Playoffs,3 Point,0.0
8923,Shawn Bradley,2002,Playoffs,3 Point,0.0
8924,J.R. Bremer,2002,Playoffs,3 Point,2.4
8925,Greg Ostertag,2002,Playoffs,3 Point,0.0
8926,Kevin Willis,2002,Playoffs,3 Point,0.17
8927,Dale Davis,2002,Playoffs,3 Point,0.0
8928,George Lynch,2002,Playoffs,3 Point,2.5
8929,Anthony Johnson,2002,Playoffs,3 Point,0.53
8930,Rasho Nesterovic,2002,Playoffs,3 Point,0.0
8931,Michael Curry,2002,Playoffs,3 Point,0.6
8932,Ron Mercer,2002,Playoffs,3 Point,0.0
8933,Brian Shaw,2002,Playoffs,3 Point,1.5
8934,Adrian Griffin,2002,Playoffs,3 Point,0.2
8935,Jake Voskuhl,2002,Playoffs,3 Point,0.0
8936,Mark Jackson,2002,Playoffs,3 Point,3.0
8937,Jacque Vaughn,2002,Playoffs,3 Point,0.0
8938,Slava Medvedenko,2002,Playoffs,3 Point,0.0
8939,Mark Madsen,2002,Playoffs,3 Point,0.0
8940,Joe Johnson,2002,Playoffs,3 Point,1.0
8941,Mark Blount,2002,Playoffs,3 Point,0.0
8942,Kendall Gill,2002,Playoffs,3 Point,1.0
8943,Kareem Rush,2002,Playoffs,3 Point,1.33
8944,Anthony Peeler,2002,Playoffs,3 Point,1.0
8945,Rod Strickland,2002,Playoffs,3 Point,0.0
8946,Tyrone Hill,2002,Playoffs,3 Point,0.0
8947,Andrew DeClercq,2002,Playoffs,3 Point,0.0
8948,Pat Garrity,2002,Playoffs,3 Point,1.71
8949,Greg Buckner,2002,Playoffs,3 Point,1.2
8950,Tariq Abdul-Wahad,2002,Playoffs,3 Point,0.0
8951,Tony Massenburg,2002,Playoffs,3 Point,0.0
8952,Scot Pollard,2002,Playoffs,3 Point,0.0
8953,Rick Fox,2002,Playoffs,3 Point,3.75
8954,Scott Williams,2002,Playoffs,3 Point,0.0
8955,Jerome Moiso,2002,Playoffs,3 Point,0.0
8956,Scottie Pippen,2002,Playoffs,3 Point,2.25
8957,Jannero Pargo,2002,Playoffs,3 Point,1.09
8958,Anthony Mason,2002,Playoffs,3 Point,0.0
8959,Antonio Daniels,2002,Playoffs,3 Point,1.5
8960,Chris Whitney,2002,Playoffs,3 Point,1.71
8961,Calbert Cheaney,2002,Playoffs,3 Point,0.0
8962,Robert Traylor,2002,Playoffs,3 Point,0.0
8963,Jeff McInnis,2002,Playoffs,3 Point,0.0
8964,Shawn Kemp,2002,Playoffs,3 Point,0.0
8965,Danny Ferry,2002,Playoffs,3 Point,0.75
8966,Monty Williams,2002,Playoffs,3 Point,0.0
8967,Dikembe Mutombo,2002,Playoffs,3 Point,0.0
8968,Al Harrington,2002,Playoffs,3 Point,0.0
8969,Stacey Augmon,2002,Playoffs,3 Point,0.0
8970,Steve Smith,2002,Playoffs,3 Point,0.67
8971,Ervin Johnson,2002,Playoffs,3 Point,0.0
8972,Bo Outlaw,2002,Playoffs,3 Point,0.0
8973,Kevin Garnett,2003,Regular_Season,3 Point,0.4
8974,Peja Stojakovic,2003,Regular_Season,3 Point,8.89
8975,Tracy McGrady,2003,Regular_Season,3 Point,7.79
8976,Paul Pierce,2003,Regular_Season,3 Point,4.31
8977,Michael Redd,2003,Regular_Season,3 Point,4.65
8978,Carmelo Anthony,2003,Regular_Season,3 Point,2.52
8979,Dirk Nowitzki,2003,Regular_Season,3 Point,3.86
8980,LeBron James,2003,Regular_Season,3 Point,2.39
8981,Vince Carter,2003,Regular_Season,3 Point,3.82
8982,Stephon Marbury,2003,Regular_Season,3 Point,3.22
8983,Zach Randolph,2003,Regular_Season,3 Point,0.04
8984,Sam Cassell,2003,Regular_Season,3 Point,2.74
8985,Jermaine O'Neal,2003,Regular_Season,3 Point,0.08
8986,Kobe Bryant,2003,Regular_Season,3 Point,3.28
8987,Tim Duncan,2003,Regular_Season,3 Point,0.09
8988,Baron Davis,2003,Regular_Season,3 Point,8.37
8989,Richard Jefferson,2003,Regular_Season,3 Point,1.76
8990,Corey Maggette,2003,Regular_Season,3 Point,3.12
8991,Mike Bibby,2003,Regular_Season,3 Point,5.41
8992,Shawn Marion,2003,Regular_Season,3 Point,3.42
8993,Jason Richardson,2003,Regular_Season,3 Point,2.96
8994,Stephen Jackson,2003,Regular_Season,3 Point,5.44
8995,Shaquille O'Neal,2003,Regular_Season,3 Point,0.0
8996,Yao Ming,2003,Regular_Season,3 Point,0.0
8997,Rashard Lewis,2003,Regular_Season,3 Point,5.44
8998,Eddie Jones,2003,Regular_Season,3 Point,6.56
8999,Shareef Abdur-Rahim,2003,Regular_Season,3 Point,0.32
9000,Jamal Crawford,2003,Regular_Season,3 Point,6.19
9001,Pau Gasol,2003,Regular_Season,3 Point,0.15
9002,Juwan Howard,2003,Regular_Season,3 Point,0.0
9003,Latrell Sprewell,2003,Regular_Season,3 Point,3.62
9004,Richard Hamilton,2003,Regular_Season,3 Point,0.69
9005,Lamar Odom,2003,Regular_Season,3 Point,2.29
9006,Joe Johnson,2003,Regular_Season,3 Point,3.04
9007,Jason Terry,2003,Regular_Season,3 Point,5.41
9008,Michael Finley,2003,Regular_Season,3 Point,6.25
9009,Metta World Peace,2003,Regular_Season,3 Point,3.08
9010,Chauncey Billups,2003,Regular_Season,3 Point,5.0
9011,Steve Francis,2003,Regular_Season,3 Point,2.77
9012,Andrei Kirilenko,2003,Regular_Season,3 Point,2.62
9013,Cuttino Mobley,2003,Regular_Season,3 Point,6.15
9014,Zydrunas Ilgauskas,2003,Regular_Season,3 Point,0.07
9015,Andre Miller,2003,Regular_Season,3 Point,0.44
9016,Antawn Jamison,2003,Regular_Season,3 Point,0.59
9017,Donyell Marshall,2003,Regular_Season,3 Point,4.79
9018,Gary Payton,2003,Regular_Season,3 Point,2.01
9019,Desmond Mason,2003,Regular_Season,3 Point,0.33
9020,Carlos Boozer,2003,Regular_Season,3 Point,0.04
9021,Keith Van Horn,2003,Regular_Season,3 Point,3.88
9022,Antoine Walker,2003,Regular_Season,3 Point,3.0
9023,Ricky Davis,2003,Regular_Season,3 Point,1.97
9024,Steve Nash,2003,Regular_Season,3 Point,4.0
9025,James Posey,2003,Regular_Season,3 Point,4.1
9026,Jamaal Magloire,2003,Regular_Season,3 Point,0.0
9027,Damon Stoudamire,2003,Regular_Season,3 Point,5.71
9028,Tony Parker,2003,Regular_Season,3 Point,2.48
9029,Rasheed Wallace,2003,Regular_Season,3 Point,3.62
9030,Kenyon Martin,2003,Regular_Season,3 Point,0.32
9031,Kerry Kittles,2003,Regular_Season,3 Point,3.55
9032,Eddy Curry,2003,Regular_Season,3 Point,0.04
9033,Al Harrington,2003,Regular_Season,3 Point,0.8
9034,Voshon Lenard,2003,Regular_Season,3 Point,4.36
9035,Jason Kidd,2003,Regular_Season,3 Point,4.21
9036,Jim Jackson,2003,Regular_Season,3 Point,6.08
9037,Brad Miller,2003,Regular_Season,3 Point,0.5
9038,Flip Murray,2003,Regular_Season,3 Point,2.45
9039,Kenny Thomas,2003,Regular_Season,3 Point,0.04
9040,Dwyane Wade,2003,Regular_Season,3 Point,0.79
9041,Manu Ginobili,2003,Regular_Season,3 Point,3.43
9042,Cliff Robinson,2003,Regular_Season,3 Point,4.1
9043,Vladimir Radmanovic,2003,Regular_Season,3 Point,5.45
9044,Kirk Hinrich,2003,Regular_Season,3 Point,5.68
9045,Raja Bell,2003,Regular_Season,3 Point,2.27
9046,Drew Gooden,2003,Regular_Season,3 Point,0.34
9047,Erick Dampier,2003,Regular_Season,3 Point,0.0
9048,DeShawn Stevenson,2003,Regular_Season,3 Point,0.71
9049,Maybyner Nene,2003,Regular_Season,3 Point,0.0
9050,Carlos Arroyo,2003,Regular_Season,3 Point,1.61
9051,Kurt Thomas,2003,Regular_Season,3 Point,0.0
9052,Bonzi Wells,2003,Regular_Season,3 Point,0.92
9053,Mike Dunleavy,2003,Regular_Season,3 Point,3.76
9054,Mo Taylor,2003,Regular_Season,3 Point,0.0
9055,Chris Bosh,2003,Regular_Season,3 Point,0.2
9056,Darius Miles,2003,Regular_Season,3 Point,0.27
9057,Eric Snow,2003,Regular_Season,3 Point,0.07
9058,Mark Blount,2003,Regular_Season,3 Point,0.0
9059,Tayshaun Prince,2003,Regular_Season,3 Point,2.09
9060,Darrell Armstrong,2003,Regular_Season,3 Point,5.13
9061,Earl Boykins,2003,Regular_Season,3 Point,2.01
9062,Rafer Alston,2003,Regular_Season,3 Point,5.89
9063,P.J. Brown,2003,Regular_Season,3 Point,0.0
9064,Doug Christie,2003,Regular_Season,3 Point,1.79
9065,Joe Smith,2003,Regular_Season,3 Point,0.04
9066,Jeff McInnis,2003,Regular_Season,3 Point,1.97
9067,Gordan Giricek,2003,Regular_Season,3 Point,2.47
9068,Kwame Brown,2003,Regular_Season,3 Point,0.04
9069,Vlade Divac,2003,Regular_Season,3 Point,0.07
9070,Reggie Miller,2003,Regular_Season,3 Point,5.03
9071,Tyronn Lue,2003,Regular_Season,3 Point,3.16
9072,Jason Williams,2003,Regular_Season,3 Point,5.0
9073,Ben Wallace,2003,Regular_Season,3 Point,0.04
9074,Mike James,2003,Regular_Season,3 Point,3.93
9075,Corliss Williamson,2003,Regular_Season,3 Point,0.0
9076,Jiri Welsch,2003,Regular_Season,3 Point,2.56
9077,Hedo Turkoglu,2003,Regular_Season,3 Point,3.79
9078,Brian Cardinal,2003,Regular_Season,3 Point,2.17
9079,Stromile Swift,2003,Regular_Season,3 Point,0.04
9080,Eric Williams,2003,Regular_Season,3 Point,1.48
9081,Rasho Nesterovic,2003,Regular_Season,3 Point,0.0
9082,Antonio Davis,2003,Regular_Season,3 Point,0.0
9083,Etan Thomas,2003,Regular_Season,3 Point,0.0
9084,Penny Hardaway,2003,Regular_Season,3 Point,1.18
9085,Aaron McKie,2003,Regular_Season,3 Point,3.0
9086,Mehmet Okur,2003,Regular_Season,3 Point,0.76
9087,Morris Peterson,2003,Regular_Season,3 Point,4.61
9088,Jarvis Hayes,2003,Regular_Season,3 Point,1.71
9089,Theo Ratliff,2003,Regular_Season,3 Point,0.0
9090,Shane Battier,2003,Regular_Season,3 Point,2.47
9091,Brian Grant,2003,Regular_Season,3 Point,0.0
9092,Juan Dixon,2003,Regular_Season,3 Point,2.49
9093,Samuel Dalembert,2003,Regular_Season,3 Point,0.0
9094,Shandon Anderson,2003,Regular_Season,3 Point,1.35
9095,Caron Butler,2003,Regular_Season,3 Point,0.44
9096,Marcus Camby,2003,Regular_Season,3 Point,0.0
9097,Toni Kukoc,2003,Regular_Season,3 Point,2.01
9098,Walter McCarty,2003,Regular_Season,3 Point,5.34
9099,Devean George,2003,Regular_Season,3 Point,2.38
9100,Calbert Cheaney,2003,Regular_Season,3 Point,0.0
9101,Bob Sura,2003,Regular_Season,3 Point,0.79
9102,Nazr Mohammed,2003,Regular_Season,3 Point,0.0
9103,Derek Fisher,2003,Regular_Season,3 Point,1.9
9104,Josh Howard,2003,Regular_Season,3 Point,0.9
9105,Damon Jones,2003,Regular_Season,3 Point,3.59
9106,Raul Lopez,2003,Regular_Season,3 Point,0.91
9107,Antonio Daniels,2003,Regular_Season,3 Point,1.77
9108,Bruce Bowen,2003,Regular_Season,3 Point,2.82
9109,Slava Medvedenko,2003,Regular_Season,3 Point,0.0
9110,Udonis Haslem,2003,Regular_Season,3 Point,0.0
9111,Leandro Barbosa,2003,Regular_Season,3 Point,3.56
9112,Rodney White,2003,Regular_Season,3 Point,1.38
9113,Rodney Rogers,2003,Regular_Season,3 Point,2.17
9114,Brendan Haywood,2003,Regular_Season,3 Point,0.0
9115,Fred Hoiberg,2003,Regular_Season,3 Point,2.89
9116,Greg Ostertag,2003,Regular_Season,3 Point,0.0
9117,Malik Rose,2003,Regular_Season,3 Point,0.0
9118,Ruben Patterson,2003,Regular_Season,3 Point,0.08
9119,Chris Kaman,2003,Regular_Season,3 Point,0.0
9120,Keith Bogans,2003,Regular_Season,3 Point,2.75
9121,Jeff Foster,2003,Regular_Season,3 Point,0.0
9122,Chris Mihm,2003,Regular_Season,3 Point,0.0
9123,Jarron Collins,2003,Regular_Season,3 Point,0.0
9124,Marcus Banks,2003,Regular_Season,3 Point,1.0
9125,Lucious Harris,2003,Regular_Season,3 Point,1.65
9126,Casey Jacobsen,2003,Regular_Season,3 Point,2.88
9127,Jared Jeffries,2003,Regular_Season,3 Point,0.18
9128,Jason Collins,2003,Regular_Season,3 Point,0.0
9129,Earl Watson,2003,Regular_Season,3 Point,0.96
9130,Kareem Rush,2003,Regular_Season,3 Point,2.0
9131,Aaron Williams,2003,Regular_Season,3 Point,0.04
9132,Anthony Johnson,2003,Regular_Season,3 Point,1.68
9133,Steve Blake,2003,Regular_Season,3 Point,3.0
9134,John Salmons,2003,Regular_Season,3 Point,1.95
9135,Anthony Peeler,2003,Regular_Season,3 Point,2.72
9136,Dan Gadzuric,2003,Regular_Season,3 Point,0.0
9137,Charlie Ward,2003,Regular_Season,3 Point,3.55
9138,Kelvin Cato,2003,Regular_Season,3 Point,0.0
9139,Tony Battie,2003,Regular_Season,3 Point,0.08
9140,Trenton Hassell,2003,Regular_Season,3 Point,0.15
9141,Fred Jones,2003,Regular_Season,3 Point,1.0
9142,Stacey Augmon,2003,Regular_Season,3 Point,0.04
9143,Robert Horry,2003,Regular_Season,3 Point,1.52
9144,Austin Croshere,2003,Regular_Season,3 Point,2.18
9145,Sasha Pavlovic,2003,Regular_Season,3 Point,0.72
9146,Bo Outlaw,2003,Regular_Season,3 Point,0.0
9147,Gary Trent,2003,Regular_Season,3 Point,0.0
9148,George Lynch,2003,Regular_Season,3 Point,1.65
9149,Robert Traylor,2003,Regular_Season,3 Point,0.08
9150,Elden Campbell,2003,Regular_Season,3 Point,0.0
9151,Steve Smith,2003,Regular_Season,3 Point,1.82
9152,Calvin Booth,2003,Regular_Season,3 Point,0.0
9153,Boris Diaw,2003,Regular_Season,3 Point,0.24
9154,Kevin Ollie,2003,Regular_Season,3 Point,0.15
9155,Darius Songaila,2003,Regular_Season,3 Point,0.0
9156,Dale Davis,2003,Regular_Season,3 Point,0.0
9157,Kyle Korver,2003,Regular_Season,3 Point,3.28
9158,Michael Doleac,2003,Regular_Season,3 Point,0.0
9159,Bryon Russell,2003,Regular_Season,3 Point,1.79
9160,David West,2003,Regular_Season,3 Point,0.0
9161,Jacque Vaughn,2003,Regular_Season,3 Point,0.13
9162,Mark Madsen,2003,Regular_Season,3 Point,0.0
9163,Chris Andersen,2003,Regular_Season,3 Point,0.0
9164,Brian Scalabrine,2003,Regular_Season,3 Point,0.43
9165,Andrew DeClercq,2003,Regular_Season,3 Point,0.0
9166,Reggie Evans,2003,Regular_Season,3 Point,0.0
9167,Michael Curry,2003,Regular_Season,3 Point,0.13
9168,Luke Walton,2003,Regular_Season,3 Point,0.54
9169,Ervin Johnson,2003,Regular_Season,3 Point,0.0
9170,Darvin Ham,2003,Regular_Season,3 Point,0.06
9171,Kobe Bryant,2003,Playoffs,3 Point,3.27
9172,Richard Hamilton,2003,Playoffs,3 Point,1.96
9173,Shaquille O'Neal,2003,Playoffs,3 Point,0.0
9174,Kevin Garnett,2003,Playoffs,3 Point,0.83
9175,Chauncey Billups,2003,Playoffs,3 Point,4.83
9176,Latrell Sprewell,2003,Playoffs,3 Point,6.17
9177,Jermaine O'Neal,2003,Playoffs,3 Point,0.0
9178,Rasheed Wallace,2003,Playoffs,3 Point,2.22
9179,Metta World Peace,2003,Playoffs,3 Point,3.8
9180,Sam Cassell,2003,Playoffs,3 Point,4.69
9181,Karl Malone,2003,Playoffs,3 Point,0.0
9182,Mike Bibby,2003,Playoffs,3 Point,6.0
9183,Ben Wallace,2003,Playoffs,3 Point,0.0
9184,Dwyane Wade,2003,Playoffs,3 Point,0.69
9185,Tayshaun Prince,2003,Playoffs,3 Point,1.7
9186,Tim Duncan,2003,Playoffs,3 Point,0.0
9187,Chris Webber,2003,Playoffs,3 Point,0.25
9188,Lamar Odom,2003,Playoffs,3 Point,1.85
9189,Richard Jefferson,2003,Playoffs,3 Point,2.45
9190,Kenyon Martin,2003,Playoffs,3 Point,0.0
9191,Peja Stojakovic,2003,Playoffs,3 Point,5.75
9192,Tony Parker,2003,Playoffs,3 Point,5.1
9193,Eddie Jones,2003,Playoffs,3 Point,4.62
9194,Gary Payton,2003,Playoffs,3 Point,1.91
9195,Caron Butler,2003,Playoffs,3 Point,0.46
9196,Doug Christie,2003,Playoffs,3 Point,3.25
9197,Derek Fisher,2003,Playoffs,3 Point,3.14
9198,Reggie Miller,2003,Playoffs,3 Point,4.5
9199,Kerry Kittles,2003,Playoffs,3 Point,4.64
9200,Al Harrington,2003,Playoffs,3 Point,0.38
9201,Wally Szczerbiak,2003,Playoffs,3 Point,2.5
9202,Jason Kidd,2003,Playoffs,3 Point,2.73
9203,Trenton Hassell,2003,Playoffs,3 Point,0.17
9204,Dirk Nowitzki,2003,Playoffs,3 Point,4.2
9205,Manu Ginobili,2003,Playoffs,3 Point,3.0
9206,Jamaal Tinsley,2003,Playoffs,3 Point,3.0
9207,Baron Davis,2003,Playoffs,3 Point,6.86
9208,Brad Miller,2003,Playoffs,3 Point,0.25
9209,Corliss Williamson,2003,Playoffs,3 Point,0.0
9210,Devean George,2003,Playoffs,3 Point,3.0
9211,Fred Hoiberg,2003,Playoffs,3 Point,3.67
9212,Steve Francis,2003,Playoffs,3 Point,4.2
9213,Brian Grant,2003,Playoffs,3 Point,0.0
9214,Rafer Alston,2003,Playoffs,3 Point,2.77
9215,Michael Redd,2003,Playoffs,3 Point,3.6
9216,Stephon Marbury,2003,Playoffs,3 Point,4.5
9217,Voshon Lenard,2003,Playoffs,3 Point,6.6
9218,Slava Medvedenko,2003,Playoffs,3 Point,0.0
9219,Paul Pierce,2003,Playoffs,3 Point,3.75
9220,Mehmet Okur,2003,Playoffs,3 Point,0.27
9221,Kareem Rush,2003,Playoffs,3 Point,2.73
9222,Vlade Divac,2003,Playoffs,3 Point,0.0
9223,Marquis Daniels,2003,Playoffs,3 Point,0.6
9224,Jamaal Magloire,2003,Playoffs,3 Point,0.0
9225,Andre Miller,2003,Playoffs,3 Point,0.0
9226,Jonathan Bender,2003,Playoffs,3 Point,1.69
9227,Hedo Turkoglu,2003,Playoffs,3 Point,4.2
9228,Yao Ming,2003,Playoffs,3 Point,0.0
9229,Jim Jackson,2003,Playoffs,3 Point,4.8
9230,Pau Gasol,2003,Playoffs,3 Point,0.0
9231,David Wesley,2003,Playoffs,3 Point,4.71
9232,Anthony Johnson,2003,Playoffs,3 Point,1.12
9233,Cuttino Mobley,2003,Playoffs,3 Point,3.6
9234,Desmond Mason,2003,Playoffs,3 Point,0.0
9235,Steve Nash,2003,Playoffs,3 Point,3.6
9236,Earl Boykins,2003,Playoffs,3 Point,3.0
9237,Rodney Rogers,2003,Playoffs,3 Point,1.36
9238,Joe Smith,2003,Playoffs,3 Point,0.0
9239,Fred Jones,2003,Playoffs,3 Point,2.36
9240,Penny Hardaway,2003,Playoffs,3 Point,3.75
9241,Antawn Jamison,2003,Playoffs,3 Point,1.2
9242,Michael Finley,2003,Playoffs,3 Point,4.2
9243,Marcus Camby,2003,Playoffs,3 Point,0.6
9244,Austin Croshere,2003,Playoffs,3 Point,1.85
9245,P.J. Brown,2003,Playoffs,3 Point,0.0
9246,Robert Horry,2003,Playoffs,3 Point,2.4
9247,Bruce Bowen,2003,Playoffs,3 Point,3.3
9248,Carmelo Anthony,2003,Playoffs,3 Point,1.5
9249,Rasho Nesterovic,2003,Playoffs,3 Point,0.0
9250,Jeff Foster,2003,Playoffs,3 Point,0.0
9251,George Lynch,2003,Playoffs,3 Point,1.29
9252,Mike James,2003,Playoffs,3 Point,0.82
9253,Lindsey Hunter,2003,Playoffs,3 Point,0.91
9254,Lucious Harris,2003,Playoffs,3 Point,0.82
9255,Chucky Atkins,2003,Playoffs,3 Point,2.25
9256,Devin Brown,2003,Playoffs,3 Point,2.0
9257,Stacey Augmon,2003,Playoffs,3 Point,0.0
9258,Kurt Thomas,2003,Playoffs,3 Point,0.0
9259,Damon Jones,2003,Playoffs,3 Point,6.0
9260,Anthony Peeler,2003,Playoffs,3 Point,1.91
9261,Malik Allen,2003,Playoffs,3 Point,0.0
9262,James Posey,2003,Playoffs,3 Point,0.75
9263,Darrick Martin,2003,Playoffs,3 Point,1.12
9264,Antoine Walker,2003,Playoffs,3 Point,0.6
9265,Mo Taylor,2003,Playoffs,3 Point,0.0
9266,Ervin Johnson,2003,Playoffs,3 Point,0.0
9267,Mark Blount,2003,Playoffs,3 Point,0.0
9268,Mark Madsen,2003,Playoffs,3 Point,0.0
9269,Udonis Haslem,2003,Playoffs,3 Point,0.0
9270,Ricky Davis,2003,Playoffs,3 Point,3.0
9271,Bonzi Wells,2003,Playoffs,3 Point,0.0
9272,Jason Williams,2003,Playoffs,3 Point,4.5
9273,Toni Kukoc,2003,Playoffs,3 Point,2.4
9274,Aaron Williams,2003,Playoffs,3 Point,0.0
9275,David West,2003,Playoffs,3 Point,0.0
9276,Nazr Mohammed,2003,Playoffs,3 Point,0.0
9277,Jason Collins,2003,Playoffs,3 Point,0.0
9278,Keith Van Horn,2003,Playoffs,3 Point,2.4
9279,Maybyner Nene,2003,Playoffs,3 Point,0.0
9280,Luke Walton,2003,Playoffs,3 Point,0.88
9281,Jiri Welsch,2003,Playoffs,3 Point,0.75
9282,Michael Olowokandi,2003,Playoffs,3 Point,0.0
9283,Elden Campbell,2003,Playoffs,3 Point,0.0
9284,Brian Scalabrine,2003,Playoffs,3 Point,1.67
9285,Mike Miller,2003,Playoffs,3 Point,3.75
9286,Kelvin Cato,2003,Playoffs,3 Point,0.0
9287,Walter McCarty,2003,Playoffs,3 Point,4.5
9288,Josh Howard,2003,Playoffs,3 Point,0.6
9289,Brian Skinner,2003,Playoffs,3 Point,0.0
9290,Darius Songaila,2003,Playoffs,3 Point,0.0
9291,Stromile Swift,2003,Playoffs,3 Point,0.0
9292,Darrell Armstrong,2003,Playoffs,3 Point,2.14
9293,Lorenzen Wright,2003,Playoffs,3 Point,0.0
9294,Jason Hart,2003,Playoffs,3 Point,0.0
9295,Brevin Knight,2003,Playoffs,3 Point,0.0
9296,Jon Barry,2003,Playoffs,3 Point,1.8
9297,Gary Trent,2003,Playoffs,3 Point,0.0
9298,Marcus Banks,2003,Playoffs,3 Point,1.5
9299,Chris Mihm,2003,Playoffs,3 Point,0.0
9300,Earl Watson,2003,Playoffs,3 Point,0.0
9301,Shane Battier,2003,Playoffs,3 Point,2.25
9302,Frankie Williams,2003,Playoffs,3 Point,3.0
9303,Rick Fox,2003,Playoffs,3 Point,0.19
