id,prox_emp,prox_pharma,prox_childcare,prox_health,prox_grocery,prox_educpri,prox_educsec,prox_lib,prox_parks,prox_transit
59150056016,0.0944,0.2355,0.0239,0.0346,0.2068,0.0683,0.088,0.0876,0.0444,0.0489
59150056017,0.0726,0.1568,0.0241,0.0234,0.1227,0.0707,0.0911,0.091,0.0366,0.0443
59150056019,0.0879,0.1435,0.0246,0.0269,0.1308,0.0997,0.1285,0.0729,0.0385,0.0437
59150056020,0.0948,0.1889,0.0172,0.0388,0.1486,0.0591,0.1109,0.1148,0.0262,0.0481
59150056022,0.0956,0.1735,0.023,0.046,0.1317,0.0857,0.1486,0.1168,0.0283,0.0525
59150056024,0.0856,0.1282,0.0237,0.0251,0.1148,0.0956,0.1232,0.0707,0.0374,0.0387
59150056025,0.0887,0.0885,0.0221,0.0118,0.094,0.043,0.0554,..,0.0869,0.042
59150056026,0.1213,..,..,0.0047,..,..,..,..,..,..
59150056027,0.0744,0.0797,0.0119,0.0137,0.0473,0.035,0.0451,..,0.08,0.0184
59150059001,0.0945,0.044,0.0989,0.0162,0.0709,0.1551,0.1999,..,0.0236,0.0088
59150059002,0.0987,0.0393,0.0317,0.0148,0.0191,0.0695,0.0895,..,0.0102,0.0143
59150059009,0.0968,0.0289,0.0213,0.0131,0.0417,0.0384,0.0495,..,0.0108,0.0163
59150059010,0.0921,..,0.0218,0.0104,..,..,..,..,0.0468,0.0105
59150059013,0.1126,0.0955,0.025,0.02,0.05,0.0412,0.0531,..,0.0132,0.0248
59150059014,0.107,0.0436,0.0166,0.0152,0.0532,0.0366,0.0472,..,0.0152,0.0179
59150062003,0.0906,0.0201,0.1141,0.0128,0.0367,0.0668,0.0861,..,0.0582,0.0113
59150064001,0.0902,0.0076,0.0632,0.0124,0.0329,0.059,0.076,..,0.0766,0.0182
59150064002,0.0929,0.0082,0.0651,0.0131,0.0354,0.0589,0.0759,..,0.0985,0.0224
59150064003,0.0929,0.0082,0.0651,0.0131,0.0354,0.0589,0.0759,..,0.1271,0.0215
59150064004,0.102,0.0203,0.0756,0.0167,0.0876,0.0681,0.0877,..,0.0386,0.0254
59150064005,0.0902,0.0149,0.0824,0.0124,0.065,0.0623,0.0803,..,0.0483,0.0143
59150064006,0.102,0.0248,0.0858,0.017,0.1056,0.0761,0.0981,..,0.033,0.0378
59150064007,0.1091,0.0358,0.075,0.0196,0.1,0.0784,0.1011,..,0.0381,0.0464
59150064008,0.1063,0.0197,0.0602,0.015,0.0751,0.0658,0.0849,..,0.0396,0.0376
59150064009,0.1148,0.0189,0.0415,0.017,0.0378,0.0602,0.0776,..,0.0499,0.0311
59150067007,0.1001,0.0409,0.093,0.0162,0.1053,0.1165,0.1502,..,0.0534,0.0367
59150067008,0.1108,0.0734,0.0827,0.0195,0.1146,0.0862,0.1111,..,0.0402,0.0491
59150067009,0.1064,0.0571,0.1054,0.0197,0.1771,0.1059,0.1365,..,0.0438,0.0529
59150068004,0.105,0.0442,0.1007,0.0231,0.1419,0.1061,0.1368,..,0.0429,0.0598
59150068005,0.0922,0.0409,0.1269,0.0148,0.2367,0.097,0.125,..,0.0467,0.0485
59150069003,0.1049,0.0687,0.1121,0.0311,0.1218,0.114,0.147,..,0.0644,0.054
59150069004,0.0924,0.0638,0.0901,0.0133,0.1102,0.1266,0.1631,..,0.075,0.0363
59150069005,0.0989,0.0558,0.1578,0.0229,0.1202,0.1143,0.1474,..,0.0562,0.0475
59150070001,0.0951,0.0299,0.0684,0.0124,0.0739,0.1493,0.1924,..,0.0666,0.0252
59150070002,0.0939,0.0436,0.0764,0.0151,0.0715,0.2,0.2578,..,0.1252,0.0249
59150070003,0.0938,0.0434,0.0762,0.0151,0.0715,0.2,0.2578,..,0.1252,0.0279
59150070004,0.0936,0.0536,0.0801,0.0143,0.0824,0.1612,0.2078,..,0.1052,0.0267
59150070005,0.0835,0.0358,0.078,0.0079,0.0656,0.1965,0.2532,..,0.1163,0.0191
59150070006,0.0844,0.0338,0.0635,0.0088,0.06,0.1722,0.222,..,0.0918,0.0139
59150070007,0.0844,0.0338,0.0744,0.0083,0.0615,0.1938,0.2498,..,0.1184,0.0156
59150070008,0.0861,0.0252,0.0925,0.0093,0.0598,0.1924,0.248,..,0.1167,0.012
59150070009,0.0891,0.0254,0.1083,0.0101,0.0667,0.1897,0.2446,..,0.0902,0.0121
59150071001,0.0934,0.0208,0.0636,0.012,0.0719,0.111,0.1431,..,0.0453,0.0201
59150071002,0.0836,0.0342,0.0688,0.0081,0.0624,0.1946,0.2508,..,0.0969,0.0161
59150071003,F,F,F,F,F,F,F,F,F,F
59150071004,0.0862,0.033,0.0678,0.0096,0.0587,0.1919,0.2474,..,0.1014,0.0129
59150071012,0.1073,0.1216,0.0868,0.0198,0.0831,0.0987,0.1272,..,0.073,0.0272
59150071013,0.1078,0.1024,0.0985,0.0277,0.1713,0.0957,0.1233,..,0.0809,0.0373
59150071020,0.0834,0.038,0.0654,0.009,0.033,0.1362,0.1756,..,0.0729,0.0137
59150071021,0.085,0.0488,0.0673,0.0096,0.0434,0.1242,0.1601,..,0.0848,0.0195
59150071023,0.0993,0.0725,0.0702,0.0207,0.0634,0.0767,0.0988,..,0.0594,0.0256
59150071026,0.1017,0.0595,0.0661,0.0183,0.0478,0.0882,0.1137,..,0.0654,0.0175
59150071031,0.1038,0.0168,0.0445,0.0084,0.0157,0.1071,0.138,..,0.0666,0.004
59150071032,0.1021,0.027,0.04,0.0141,0.0259,0.1069,0.1378,..,0.0552,0.0075
59150071033,0.0974,0.0182,0.0333,0.008,0.0164,0.0628,0.081,..,0.0483,0.0012
59150071034,0.1012,0.0271,0.0377,0.0141,0.025,0.0971,0.1252,..,0.0523,0.0041
59150071035,0.0892,0.0118,0.0197,0.0072,0.0071,0.0582,0.075,..,0.0466,..
59150072001,0.072,0.0241,0.085,0.0147,0.0805,0.0921,0.1187,..,0.0243,0.0166
59150072002,0.0727,0.0472,0.0804,0.0141,0.0795,0.0964,0.1243,..,0.0367,0.0261
59150072003,0.0778,0.0475,0.1028,0.0172,0.0949,0.1492,0.1923,..,0.031,0.0235
59150072004,0.1042,0.1125,0.1176,0.0564,0.1361,0.0985,0.1269,..,0.1077,0.0594
59150072005,0.0872,0.0474,0.0789,0.0322,0.0885,0.06,0.0773,..,0.0377,0.0284
59150072006,0.1052,0.0895,0.1102,0.0485,0.1197,0.0778,0.1002,..,0.0795,0.0687
59150072007,0.1071,0.094,0.1519,0.0467,0.0805,0.0783,0.1009,..,0.0815,0.0545
59150072008,0.1038,0.1266,0.0915,0.0338,0.0806,0.0767,0.0989,..,0.1266,0.0365
59150072011,0.112,0.0793,0.1187,0.0386,0.1185,0.1095,0.1412,..,0.066,0.0606
59150072012,0.1092,0.1112,0.1441,0.0324,0.116,0.0972,0.1252,..,0.0634,0.045
59150073001,0.08,0.0212,0.0882,0.023,0.0932,0.0565,0.0729,..,0.0307,0.0217
59150073002,0.0868,0.0222,0.0632,0.0306,0.0317,0.0327,0.0421,..,0.0535,0.0168
59150073003,0.1016,0.0978,0.1427,0.0473,0.0785,0.0645,0.0831,..,0.0499,0.041
59150073004,0.0842,0.0299,0.0764,0.0265,0.0686,0.0521,0.0671,..,0.0278,0.0236
59150073005,0.0902,0.0448,0.0777,0.0388,0.065,0.0514,0.0662,..,0.0442,0.0307
59150073006,0.0922,0.0552,0.08,0.0393,0.067,0.0514,0.0662,..,0.0477,0.0336
59150073007,0.1005,0.0814,0.0968,0.0457,0.0854,0.0683,0.088,..,0.0634,0.0554
59150074001,0.0913,0.0335,0.0671,0.0406,0.0468,0.0319,0.0411,..,0.0362,0.0249
59150074002,0.0966,0.0849,0.1427,0.0448,0.0787,0.0639,0.117,..,0.0527,0.0394
59150075003,0.0701,0.0078,0.0853,0.0272,0.0346,0.0359,0.0863,0.0592,0.0344,0.0019
59150075004,0.0673,0.0074,0.0766,0.0243,0.0329,0.0347,0.0834,0.0572,0.0314,0.0018
59150075005,0.0701,0.007,0.0795,0.0268,0.0311,0.0332,0.0799,0.0549,0.0324,0.0012
59150075006,0.0808,0.0077,0.059,0.0347,0.0147,0.0269,0.0346,..,0.0561,0.009
59150075007,0.0828,0.0085,0.061,0.037,0.0161,0.0272,0.0351,..,0.0407,0.0134
59150075008,0.0834,0.0214,0.0608,0.0285,0.0222,..,..,..,0.0438,0.0152
59150075009,0.0818,0.0078,0.0546,0.0273,0.0074,..,..,..,0.0341,0.0087
59150075010,0.087,0.0252,0.049,0.0434,0.0404,0.0265,0.0342,..,0.0392,0.02
59150075011,0.0727,..,0.0843,0.0167,0.0147,0.0341,0.0804,0.0493,0.0393,0.0035
59150076001,0.0642,0.0205,0.2504,0.0382,0.0551,0.0918,0.232,..,0.0228,0.0067
59150076002,0.0702,0.0191,0.2083,0.032,0.055,0.0924,0.2895,..,0.0317,0.0082
59150076006,0.0415,0.0231,0.1691,0.0007,0.1013,0.099,0.229,0.0553,0.067,0.0105
59150076007,0.0796,0.0078,0.0612,0.0366,0.0175,0.0576,0.0742,..,0.0487,0.0083
59150077001,0.0768,0.0154,0.1405,0.0439,0.0527,0.0798,0.2218,..,..,0.0075
59150077002,0.082,0.0141,0.1238,0.0414,0.0301,0.0833,0.2038,..,0.0112,0.0085
59150077003,0.0855,0.0234,0.1258,0.0428,0.0525,0.0823,0.1899,..,0.0238,0.0185
59150077005,0.0868,0.0193,0.1177,0.0373,0.0698,0.125,0.2192,..,0.0298,0.0296
59150077006,0.0863,0.0184,0.109,0.037,0.1567,0.077,0.1574,..,0.0241,0.0238
59150077007,0.0852,0.0233,0.1267,0.0427,0.0489,0.0822,0.1926,..,0.0235,0.0187
59150077008,0.0821,0.0221,0.1418,0.0401,0.0329,0.0867,0.2253,..,0.0133,0.0102
59150078005,0.0804,0.0335,0.0851,0.0496,0.033,0.0962,0.124,0.0562,0.0423,0.0571
59150078007,0.0582,0.0158,0.1177,0.0437,0.0166,0.1414,0.2355,0.0524,0.0376,0.0233
59150078008,0.1054,0.0886,0.0948,0.0544,0.045,0.0869,0.1121,0.0466,0.026,0.0611
59150078009,0.0916,0.0569,0.0908,0.0502,0.0416,0.0908,0.117,0.0528,0.0386,0.0645
59150079001,0.0721,0.0639,0.1389,0.0582,0.0452,0.125,0.2118,0.0778,0.0544,0.0403
59150079002,0.0748,0.072,0.1305,0.0574,0.054,0.1359,0.2197,0.0898,0.0495,0.0486
59150079003,0.0718,0.112,0.1603,0.0577,0.1321,0.1052,0.1857,0.1046,0.053,0.0358
59150079004,0.0688,0.1157,0.1954,0.0537,0.1321,0.101,0.187,0.1046,0.0489,0.0279
59150080003,0.0855,0.0347,0.1011,0.0583,0.0194,0.116,0.1495,0.0672,0.145,0.0352
59150080004,0.0922,0.0482,0.1108,0.0637,0.0202,0.139,0.2156,0.0761,0.0884,0.0505
59150080005,0.0906,0.0768,0.1319,0.0611,0.0326,0.1384,0.2189,0.0898,0.0555,0.0585
59150081001,0.0813,0.1405,0.1609,0.0691,0.1546,0.1191,0.1987,0.1273,0.0566,0.0531
59150081005,0.0887,0.1608,0.1459,0.079,0.1492,0.1501,0.1935,0.1001,0.1392,0.0469
59150081006,0.0791,0.1579,0.1562,0.0632,0.1512,0.1349,0.1739,0.0934,0.2033,0.0476
59150081007,0.09,0.1689,0.1529,0.082,0.1782,0.4321,0.5569,0.113,0.1088,0.0435
59150081008,0.0952,0.2146,0.2131,0.1032,0.1913,0.1833,0.2362,0.1588,0.1111,0.0442
59150081009,0.0926,0.1241,0.1313,0.0711,0.0616,0.1929,0.2867,0.0922,0.1214,0.0522
59150081010,0.0906,0.1339,0.1323,0.0743,0.1108,0.2491,0.3595,0.1062,0.095,0.053
59150081011,0.0892,0.1796,0.1411,0.0713,0.1469,0.1288,0.2073,0.125,0.0623,0.0524
59150082001,0.0815,0.2244,0.1368,0.0884,0.2499,0.0896,0.1507,0.2106,0.0465,0.0425
59150082002,0.0921,0.1928,0.1457,0.0966,0.1999,0.1215,0.1916,0.2106,0.0665,0.0464
59150083001,0.0789,0.227,0.1609,0.0832,0.2418,0.0893,0.1612,0.1553,0.0486,0.0351
59150083002,0.0863,0.2963,0.1522,0.0966,0.2956,0.0875,0.1531,0.2471,0.0576,0.0531
59150084001,0.0986,0.3787,0.1414,0.1296,0.4698,0.0828,0.1422,0.2989,0.0585,0.0538
59150084002,0.0965,0.3412,0.142,0.1312,0.3691,0.0924,0.1191,0.7194,0.0596,0.0552
59150085001,0.1003,0.3296,0.1493,0.1201,0.4783,0.0788,0.14,0.2045,0.0617,0.0463
59150085002,0.0959,0.2929,0.1423,0.1468,0.5531,0.0952,0.1227,0.2106,0.0581,0.0473
59150086002,0.0833,0.2451,0.1623,0.1004,0.3281,0.0955,0.1586,0.125,0.0425,0.0348
59150086003,0.0899,0.2974,0.1501,0.1004,0.3565,0.0821,0.1495,0.1788,0.0482,0.0365
59150086004,0.0884,0.2745,0.1581,0.1018,0.3416,0.103,0.1743,0.1553,0.0507,0.0388
59150087001,0.0829,0.2649,0.1565,0.1089,0.292,0.0933,0.1202,0.1553,0.0644,0.0382
59150088001,0.074,0.2677,0.1355,0.0923,0.2219,0.0879,0.1133,0.125,0.0125,0.0283
59150089001,0.0706,0.2554,0.2098,0.0841,0.2234,0.0956,0.1232,0.1046,0.0433,0.0303
59150089002,0.0643,0.1444,0.1484,0.0715,0.1407,0.0806,0.1426,0.0778,0.0487,0.0314
59150089003,0.0662,0.154,0.1479,0.0762,0.1485,0.1064,0.1726,0.0898,0.0514,0.0414
59150090001,0.07,0.1798,0.1553,0.0784,0.1758,0.0455,0.0936,0.0778,0.0763,0.0231
59150090002,0.0701,0.1984,0.1517,0.081,0.2038,0.0951,0.1225,0.0876,0.0574,0.0257
59150090003,0.0627,0.1193,0.1478,0.0642,0.1327,0.084,0.1471,0.0693,0.0613,0.0223
59150090004,0.0609,0.093,0.1511,0.0586,0.0983,0.091,0.1589,0.0624,0.08,0.0201
59150091001,0.0776,0.2796,0.1783,0.0922,0.2355,0.0907,0.1591,0.0887,0.0913,0.0271
59150091002,0.0786,0.22,0.1659,0.0917,0.2593,0.0961,0.1618,0.1031,0.0735,0.0325
59150092001,0.0757,0.1713,0.176,0.0657,0.3261,0.0872,0.1711,0.0854,0.1276,0.0281
59150092002,0.0729,0.2314,0.1851,0.0729,0.2042,0.0356,0.092,0.0769,0.1206,0.0245
59150093001,0.0624,0.1265,0.181,0.0495,0.1516,0.0687,0.1516,0.0796,0.0978,0.019
59150093002,0.0695,0.1743,0.1381,0.0649,0.1553,0.0632,0.1331,0.0876,0.0641,0.0175
59150094001,0.0728,0.1717,0.1555,0.0702,0.1758,0.0841,0.1665,0.1031,0.0681,0.0248
59150094002,0.0814,0.2637,0.1648,0.0875,0.2698,0.1001,0.1746,0.1208,0.0612,0.0333
59150094003,0.0749,0.2039,0.1585,0.0762,0.2274,0.0886,0.1659,0.1229,0.0552,0.0293
59150095001,0.064,0.0773,0.2083,0.0454,0.038,0.1073,0.298,0.0562,0.0597,0.0114
59150095002,0.0604,0.0772,0.2511,0.0512,0.0614,0.1109,0.2565,0.0618,0.0655,0.0172
59150095003,0.0617,0.0745,0.2337,0.0496,0.0522,0.1161,0.2409,0.0613,0.0453,0.0152
59150095004,0.0659,0.1154,0.1728,0.0572,0.1218,0.0966,0.1945,0.0824,0.0642,0.0218
59150095005,0.0679,0.1115,0.1512,0.0529,0.1221,0.1045,0.2002,0.0898,0.0548,0.0236
59150096001,0.0645,0.0264,0.2476,0.0455,0.0513,0.1081,0.2813,..,0.0214,0.0057
59150096002,0.0737,0.0262,0.196,0.0429,0.0672,0.0825,0.3903,..,0.0322,0.0062
59150096003,F,F,F,F,F,F,F,F,F,F
59150096004,0.0665,0.0875,0.1995,0.0461,0.0322,0.1039,0.2937,0.0516,0.0555,0.0092
59150096005,0.0659,0.0381,0.1967,0.0451,0.0276,0.1076,0.2768,0.0476,0.0503,0.007
59150096006,0.067,0.0591,0.1783,0.0506,0.0386,0.0644,0.1616,0.0562,0.0673,0.0109
59150096007,0.0671,0.0596,0.1743,0.0511,0.0373,0.0905,0.2113,0.0528,0.0703,0.0125
59150097001,0.0505,0.0167,0.1933,0.0239,0.0399,0.1735,0.3375,..,0.088,0.0112
59150097002,0.0549,0.0232,0.1979,0.0358,0.0405,0.1885,0.3541,..,0.0698,0.0098
59150097003,0.0533,0.0169,0.1937,0.0333,0.0388,0.1722,0.3347,..,0.0575,0.0083
59150097004,0.0524,0.0196,0.257,0.0312,0.045,0.2206,0.4014,..,0.0314,0.0065
59150097007,0.0516,0.0237,0.1893,0.0322,0.0326,0.1414,0.291,..,0.0233,0.0083
59150097008,0.055,0.0227,0.1819,0.0344,0.0508,0.1375,0.281,..,0.0264,0.0086
59150097009,0.0565,0.0232,0.1767,0.0348,0.0541,0.1502,0.2941,..,0.0309,0.0098
59150097010,0.0527,0.0176,0.1877,0.0327,0.0571,0.1779,0.3427,..,0.049,0.013
59150098003,0.0404,0.0189,0.2012,0.0229,0.053,0.088,0.2157,..,0.0221,0.0062
59150098004,0.0495,0.0215,0.1984,0.0214,0.066,0.2692,0.4452,..,0.0597,0.0096
59150099001,0.0503,0.014,0.2284,0.0234,0.0616,0.1834,0.3394,0.052,0.1772,0.013
59150099004,0.0611,0.0379,0.185,0.0356,0.166,0.1196,0.2498,0.0504,0.0712,0.0098
59150100001,0.0522,0.0085,0.1663,0.0252,0.0378,0.1726,0.3359,0.0572,0.1619,0.0144
59150100002,0.0522,0.021,0.1721,0.025,0.0603,0.1797,0.3333,0.0666,0.1241,0.0143
59150100003,0.0502,0.014,0.2285,0.0234,0.0616,0.1836,0.3389,0.052,0.1771,0.013
59150100004,0.0514,0.015,0.2298,0.0247,0.0363,0.1815,0.3825,0.048,0.1765,0.0094
59150100005,0.0524,0.0158,0.1902,0.0259,0.0337,0.1922,0.3832,..,0.1156,0.0103
59150100006,0.0531,0.0167,0.1913,0.0305,0.0378,0.1729,0.3388,..,0.0984,0.011
59150100007,0.0497,0.0141,0.2445,0.0226,0.0301,0.2064,0.4212,..,0.105,0.0102
59150101001,0.0417,..,0.1219,0.0136,..,0.1558,0.2478,..,0.0579,0.0157
59150101002,0.0434,..,0.1196,0.0147,..,0.157,0.413,..,0.0912,0.0059
59150101003,0.0487,0.0073,0.1505,0.0229,..,0.2215,0.4961,..,0.0965,0.0092
59150101004,0.0483,0.0086,0.1725,0.0192,0.0383,0.1729,0.3489,0.049,0.1273,0.0208
59150102002,0.0445,0.0066,0.1486,0.0142,0.0295,0.1596,0.2619,..,0.075,0.016
59150102003,0.0444,0.0067,0.1557,0.0139,0.0298,0.1641,0.2683,0.0501,0.0911,0.0128
59150102004,0.0515,0.0296,0.1201,0.0151,0.0374,0.0934,0.1612,0.0769,0.1541,0.0111
59150103001,0.033,0.0065,0.0837,0.0096,..,0.1006,0.1297,..,0.0206,0.0086
59150103003,0.0554,0.0373,0.0741,0.0161,0.0099,0.2196,0.2831,0.1046,0.0457,0.0101
59150103004,0.0568,0.037,0.1058,0.0189,0.0118,0.0963,0.1594,0.1208,0.0729,0.0112
59150103005,0.0559,0.0387,0.0839,0.0177,0.0099,0.1995,0.3255,0.1046,0.0484,0.0142
59150103006,0.0565,0.0396,0.084,0.0179,0.0101,0.1859,0.3079,0.1062,0.0486,0.0145
59150103008,0.033,0.0064,0.0839,0.0097,..,0.1016,0.131,..,0.0206,0.0086
59150104001,0.0345,0.0073,0.0789,0.0109,..,0.0688,0.1327,..,0.0115,0.0119
59150104002,0.0355,0.0084,0.0784,0.0115,..,0.0955,0.1618,..,0.0132,0.0121
59150104003,0.0374,0.0093,0.0821,0.0119,..,0.123,0.1946,0.0473,0.0145,0.0116
59150104004,0.0381,0.0088,0.091,0.0115,..,0.0726,0.1288,0.0497,0.0239,0.0114
59150104005,0.0383,0.0091,0.093,0.0117,..,0.1311,0.2047,0.0508,0.0351,0.0132
59150104006,0.0401,0.0105,0.089,0.0129,..,0.1107,0.1809,0.0545,0.0274,0.0125
59150104007,0.0428,0.0164,0.0902,0.0125,..,0.1147,0.1848,0.0587,0.0376,0.0127
59150104008,0.0452,0.0305,0.0951,0.0143,..,0.0996,0.1997,0.0647,0.0405,0.0153
59150105001,0.0343,0.0432,0.0732,0.0091,0.0076,0.1165,0.2013,0.0796,0.0433,0.0082
59150105002,0.0378,0.0429,0.0717,0.0112,0.0077,0.1216,0.2045,0.0814,0.0407,0.009
59150105003,0.0444,0.0437,0.082,0.0138,0.0097,0.1322,0.212,0.1031,0.0417,0.0113
59150105004,0.0451,0.0364,0.0938,0.0139,0.0073,0.1206,0.1988,0.0769,0.0538,0.0127
59150105005,0.0491,0.038,0.0948,0.0165,0.0082,0.102,0.207,0.0865,0.0442,0.0159
59150105006,0.0542,0.0377,0.087,0.017,0.0078,0.115,0.1873,0.0824,0.0503,0.0174
59150105007,0.0539,0.0406,0.0707,0.0159,0.0095,0.1233,0.1966,0.1016,0.0362,0.0108
59150105008,0.0454,0.0353,0.0937,0.0144,0.0072,0.1206,0.198,0.0753,0.0434,0.0138
59150105009,0.0433,0.0295,0.0914,0.0138,..,0.1134,0.1911,0.0679,0.0456,0.0114
59150105010,0.0384,0.014,0.0739,0.0117,..,0.1041,0.1775,0.0567,0.0318,0.0107
59150106001,0.0281,0.0066,0.0484,0.0081,..,0.1512,0.3614,..,0.0211,0.0074
59150106003,0.0597,0.0492,0.0667,0.0148,0.0099,0.0974,0.17,0.1062,0.0373,0.0088
59150106004,0.0693,0.0686,0.0656,0.0216,0.0172,0.0999,0.1643,0.1834,0.0261,0.0138
59150106005,0.0639,0.0523,0.0712,0.0169,0.012,0.0986,0.1677,0.113,0.0257,0.0102
59150106006,0.0557,0.052,0.0633,0.0157,0.0131,0.1341,0.2078,0.1427,0.0249,0.0114
59150106008,0.0272,0.02,0.0675,0.0056,..,0.1215,0.2213,0.0607,0.0475,0.0058
59150107001,0.061,0.0236,0.0419,0.0106,..,0.1969,0.2967,0.0659,0.0313,0.0074
59150107002,0.051,0.029,0.0357,0.0135,0.0072,0.1679,0.2558,0.0729,0.0277,0.0052
59150107003,0.0568,0.0441,0.0561,0.0222,0.0086,0.0981,0.1709,0.0887,0.0291,0.0072
59150108001,0.0644,0.0457,0.025,0.0122,..,0.0574,0.0739,0.0641,..,0.0077
59150109001,0.0656,0.0216,0.064,0.0131,0.0073,0.0703,0.0906,0.0745,..,0.0055
59150109002,0.0729,0.007,0.0294,0.0138,..,0.0607,0.0782,0.0693,..,0.0127
59150109003,0.0673,0.0299,0.0708,0.0144,0.0079,0.0758,0.0977,0.0814,..,0.007
59150109004,0.0677,0.0436,0.0711,0.0172,0.0098,0.0911,0.1174,0.1001,0.0202,0.009
59150109005,0.0708,0.0356,0.0629,0.018,0.0095,0.0875,0.1129,0.0987,0.01,0.0115
59150109006,0.0704,0.0463,0.0611,0.0191,0.0102,0.1002,0.1635,0.1046,0.0211,0.0134
59150110001,0.073,0.0064,0.0226,0.013,..,0.0366,0.0472,0.0592,..,0.0107
59150110004,0.0717,0.0065,0.0886,0.0111,0.0368,0.0566,0.0729,0.0753,0.017,0.0065
59150110005,0.0722,0.0153,0.0658,0.0132,0.0076,0.0667,0.0859,0.0787,0.0125,0.0086
59150111002,0.0709,0.0094,0.1126,0.0101,0.0417,0.037,0.0476,0.0567,0.0112,0.0071
59150111003,0.0633,0.0076,0.0746,0.0078,0.0337,0.035,0.0451,0.0572,0.0114,0.0031
59150111004,0.0607,0.0067,0.0582,0.0065,0.0298,0.0319,0.0411,0.0524,0.0101,0.0021
59150111007,0.0791,..,0.069,0.0147,..,0.0271,0.0349,0.0558,0.011,0.0153
59150112001,0.0729,0.1479,0.0778,0.0316,0.0321,0.0963,0.1241,0.378,0.032,0.0173
59150112002,0.0735,0.1647,0.0786,0.0316,0.0337,0.0958,0.1235,0.378,0.032,0.0173
59150112003,0.0727,0.1259,0.0882,0.0303,0.0573,0.0908,0.117,0.6539,0.0263,0.0155
59150112004,0.0773,0.0978,0.1022,0.0362,0.0545,0.0953,0.1228,0.7194,0.0488,0.0138
59150112005,0.0773,0.1659,0.0865,0.0467,0.0308,0.1042,0.1343,0.378,0.0443,0.0182
59150112006,0.0748,0.0855,0.105,0.0361,0.0545,0.0921,0.1187,0.7194,0.0511,0.0136
59150112007,0.0645,0.0506,0.0868,0.0232,0.0337,0.0776,0.1,0.2869,0.0332,0.0087
59150112008,0.0676,0.06,0.0963,0.0259,0.0442,0.0818,0.1055,0.359,0.0368,0.0101
59150112009,0.0607,0.0409,0.1013,0.02,0.0224,0.0998,0.1286,0.2045,0.0404,0.0069
59150112010,0.0501,0.0403,0.1609,0.0169,0.0464,0.0738,0.1304,0.1296,0.0532,0.0063
59150112012,0.072,0.0826,0.0975,0.0315,0.0709,0.1187,0.153,0.5531,0.0385,0.0126
59150112014,0.0643,0.0218,0.1531,0.0068,0.0296,0.0774,0.0998,0.0922,0.0238,0.0041
59150112017,0.062,0.042,0.0945,0.0054,0.0196,0.1053,0.1357,0.1985,0.0278,0.0081
59150113002,0.0803,0.0257,0.1039,0.0129,0.1265,0.0628,0.081,..,0.0119,0.0171
59150113005,0.0789,0.0398,0.1228,0.0144,0.1406,0.1196,0.1542,..,0.0116,0.0236
59150114001,0.0754,0.0134,0.1212,0.0121,0.0783,0.0609,0.0785,0.0558,0.011,0.005
59150114002,0.0756,0.0137,0.1207,0.0128,0.0793,0.06,0.0773,0.0549,0.0109,0.005
59150114003,0.0764,0.0096,0.1311,0.0127,0.0681,0.06,0.0773,0.0659,0.0139,0.0046
59150114004,0.077,0.0123,0.167,0.0132,0.0781,0.0776,0.1001,0.0493,..,0.0084
59150114005,0.0793,0.0259,0.1325,0.0147,0.1353,0.1322,0.1704,..,0.0109,0.018
59150114006,0.08,0.026,0.1237,0.0149,0.1389,0.1187,0.1531,..,0.0111,0.0221
59150114007,0.0773,0.0314,0.1145,0.0142,0.14,0.2121,0.2734,..,0.0135,0.023
59150115001,0.0791,0.0193,0.1513,0.015,0.0899,0.0776,0.1001,0.0577,0.0222,0.0118
59150115003,F,F,F,F,F,F,F,F,F,F
59150115004,0.08,0.0527,0.1241,0.017,0.1448,0.2401,0.3094,..,0.0314,0.0276
59150115005,0.0763,0.0287,0.118,0.0155,0.1015,0.1849,0.2384,0.047,0.0252,0.0198
59150115007,0.0782,0.0302,0.1566,0.0163,0.1128,0.1415,0.1824,0.0558,0.0359,0.0219
59150116001,0.0758,0.0073,0.1097,0.014,0.0731,0.06,0.0773,0.0653,0.024,0.0037
59150116002,0.0776,0.0158,0.1221,0.0166,0.1103,0.0776,0.1001,0.0572,0.0341,0.0084
59150116003,0.0751,0.0069,0.0913,0.0144,0.1727,0.0557,0.0719,0.049,0.0159,0.0049
59150116004,0.0732,..,0.0856,0.0121,0.0405,0.046,0.0593,0.0549,0.0237,0.0032
59150116005,0.0419,..,0.0745,0.0138,0.0257,0.0653,0.0841,..,0.028,0.0022
59150116006,0.0536,0.0169,0.1038,0.0302,0.045,0.0712,0.1308,0.0659,0.0626,0.0032
59150116007,0.0779,0.0148,0.0936,0.0248,0.0763,0.0649,0.0837,..,0.0273,0.0175
59150116008,0.0775,0.0156,0.103,0.0238,0.0846,0.072,0.0928,..,0.0261,0.0165
59150117001,0.0671,0.0755,0.0717,0.0205,0.0186,0.1294,0.1668,0.2106,0.0366,0.0147
59150117002,0.0724,0.1435,0.091,0.0422,0.0295,0.1119,0.1442,0.3418,0.0441,0.0221
59150117003,0.0733,0.134,0.0968,0.0429,0.0292,0.1089,0.1404,0.3418,0.0455,0.0212
59150117004,0.0659,0.0855,0.0937,0.0306,0.0221,0.1128,0.1454,0.2471,0.042,0.0207
